what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.jst.common.project.facet.core,1413617121649
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1413617121821
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1413617122036
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413617130729
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413617132755
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413617133828
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413617147215
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413617147757
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413617150191
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413617154435
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413617337888
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413617337913
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413617350440
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1413617350609
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1413617350644
started,bundle,org.eclipse.mylyn.java.ui,3.1.1.v20090411-0400-e3x,org.eclipse.mylyn.java.ui,1413617361739
started,bundle,org.eclipse.ajdt.mylyn.ui,1.6.4.20090313172428,org.eclipse.ajdt.mylyn.ui,1413617361740
started,bundle,org.aspectj.ajde,1.6.4.20090304172355,org.aspectj.ajde,1413617361798
started,bundle,org.eclipse.ajdt.core,1.6.4.20090313172428,org.eclipse.ajdt.core,1413617361855
started,bundle,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search,1413617361964
started,bundle,org.eclipse.ajdt.ui,1.6.4.20090313172428,org.eclipse.ajdt.ui,1413617361973
started,bundle,org.springframework.ide.eclipse.beans.mylyn,2.2.4.RELEASE,org.springframework.ide.eclipse.beans.mylyn,1413617361984
started,bundle,org.eclipse.mylyn.ide.ant,3.1.1.v20090411-0400-e3x,org.eclipse.mylyn.ide.ant,1413617361997
started,bundle,org.eclipse.mylyn.pde.ui,3.1.1.v20090411-0400-e3x,org.eclipse.mylyn.pde.ui,1413617362004
started,bundle,org.eclipse.mylyn.resources.ui,3.1.1.v20090411-0400-e3x,org.eclipse.mylyn.resources.ui,1413617362022
