what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413614532550
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413614541737
started,bundle,org.eclipse.contribution.weaving.jdt,1.6.4.20090313172428,org.eclipse.contribution.weaving.jdt,1413614547540
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413614549178
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20090114-1205,org.eclipse.jdt.apt.core,1413614556565
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.101.R34x_v20081108-1950,org.eclipse.jdt.apt.pluggable.core,1413614556578
started,bundle,org.eclipse.emf.ecore.xmi,2.4.1.v200902171115,org.eclipse.emf.ecore.xmi,1413614559751
started,bundle,org.eclipse.wst.common.emf,1.1.203.v200811022047,org.eclipse.wst.common.emf,1413614559762
started,bundle,org.maven.ide.components.maven_model_edit,1.0.0.200905041413,org.maven.ide.components.maven_model_edit,1413614559762
started,bundle,org.maven.ide.eclipse,0.9.8.200905041413,org.maven.ide.eclipse,1413614559823
started,bundle,org.maven.ide.eclipse.jdt,0.9.8.200905041413,org.maven.ide.eclipse.jdt,1413614559841
started,bundle,org.springframework.ide.eclipse.webflow.ui,2.2.4.RELEASE,org.springframework.ide.eclipse.webflow.ui,1413614561083
started,bundle,org.eclipse.wst.sse.core,1.1.303.v200901290024,org.eclipse.wst.sse.core,1413614561127
started,bundle,org.springframework.ide.eclipse.webflow.core,2.2.4.RELEASE,org.springframework.ide.eclipse.webflow.core,1413614561165
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413614561251
started,bundle,org.eclipse.ltk.core.refactoring,3.4.2.r342_v20081028-0800,org.eclipse.ltk.core.refactoring,1413614561433
started,bundle,org.tigris.subversion.clientadapter.javahl,1.5.6,org.tigris.subversion.clientadapter.javahl,1413614561580
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.5.6,org.tigris.subversion.clientadapter.svnkit,1413614561582
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1413614563630
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1413614563908
started,bundle,org.eclipse.jst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.jst.common.project.facet.core,1413614563989
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1413614564313
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1413614564334
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1413614565445
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413614571805
