what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1413614607857
started,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1413614616359
started,bundle,org.eclipse.jst.server.ui,1.0.303.v200805140145,org.eclipse.jst.server.ui,1413614616375
started,bundle,org.aspectj.ajde,1.6.4.20090304172355,org.aspectj.ajde,1413614616432
started,bundle,org.eclipse.ajdt.core,1.6.4.20090313172428,org.eclipse.ajdt.core,1413614616490
started,bundle,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search,1413614616598
started,bundle,org.eclipse.ajdt.ui,1.6.4.20090313172428,org.eclipse.ajdt.ui,1413614616607
started,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,org.eclipse.pde.api.tools.ui,1413614634873
started,bundle,org.eclipse.mylyn.java.ui,3.1.1.v20090411-0400-e3x,org.eclipse.mylyn.java.ui,1413614635815
started,bundle,org.eclipse.mylyn.pde.ui,3.1.1.v20090411-0400-e3x,org.eclipse.mylyn.pde.ui,1413614635843
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1413614651184
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1413614653360
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1413614655606
started,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1413614660564
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1413614660707
executed,command,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui.localJavaShortcut.debug,1413614661035
started,bundle,org.maven.ide.eclipse.launching,0.9.8.200905041413,org.maven.ide.eclipse.launching,1413614661648
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1413614664217
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413614673194
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413615338802
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413615344168
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413615352367
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1413615352842
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1413615353000
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1413615358409
